category_no,category_name,parent_category_no
408235,豆乳,408234
408236,調整豆乳,408234
408268,リーフティー,408267
408269,ティーバッグ,408267
408271,リーフティー,408270
408272,ティーバッグ,408270
408274,リーフティー,408273
408275,ティーバッグ,408273
408277,リーフティー,408276
408278,ティーバッグ,408276
408279,その他,408276
408281,リーフティー,408280
408282,ティーバッグ,408280
408287,リーフティー,408286
408288,ティーバッグ,408286
408292,リーフティー,408291
408293,ティーバッグ,408291
408295,リーフティー,408294
408296,ティーバッグ,408294
408297,その他,408294
408299,アフタヌーン,408298
408303,ブレックファースト,408298
408419,エプソン,408418
408420,キヤノン,408418
408421,ヒューレット・パッカード,408418
408422,ブラザー,408418
408423,その他,408418
408518,その他,408516
408523,MOドライブ,408515
408526,その他,408515
408566,総合セキュリティ対策ソフト,408565
408567,ウイルス対策ソフト,408565
408568,スパイウェア対策ソフト,408565
408569,ファイアウォール,408565
408742,本体,408741
408743,フィルム,408741
408754,その他,408751
408847,その他,408796
408890,その他,408849
408892,ヴェルサーチ,408891
408893,カルティエ,408891
408894,ダンヒル,408891
408895,ドルチェ&ガッバーナ,408891
408896,ブルガリ,408891
408897,ルイ・ヴィトン,408891
408898,その他,408891
408908,ショートソックス,408907
408909,ハイソックス,408907
408910,スポーツソックス,408907
408911,五本指ソックス,408907
408912,足袋ソックス,408907
408913,フォーマルソックス,408907
408921,ニット帽,408920
408922,キャップ,408920
408923,ハット,408920
408924,サンバイザー,408920
408925,キャスケット,408920
408926,テンガロンハット,408920
408927,ハンチング,408920
408928,ベレー帽,408920
408939,一本杖・一本ステッキ,408938
408940,折りたたみ式,408938
408941,杖ひも・ストラップ,408938
408942,替えゴム,408938
409012,革,409011
409027,合成皮革製,409011
409028,ナイロン製,409011
409029,その他,409011
409032,クリーナー・汚れ落とし,409031
409033,クリーム・ワックス,409031
409036,その他,409031
409041,長袖,409040
409042,半袖,409040
409046,ベスト,409040
409067,シャツ,409065
409071,ズボン,409065
409072,小物,409065
409074,長袖,409073
409081,半袖,409073
409088,七分袖,409073
409095,その他,409073
409097,長袖,409096
409105,半袖,409096
409112,七分袖,409096
409119,その他,409096
409121,長袖,409120
409128,半袖,409120
409135,七分袖,409120
409142,その他,409120
409144,パンツスーツ,409143
409145,スカートスーツ,409143
409146,3点セット,409143
409147,その他,409143
409330,デニム,409329
409331,ジャージーパンツ,409329
409332,コットンパンツ,409329
409333,スウェットパンツ,409329
409334,その他,409329
409336,トランクス型,409335
409337,ビキニ型,409335
409338,ブリーフ型,409335
409340,その他,409335
409353,半袖,409352
409354,長袖,409352
409366,ワンピース,409365
409367,ツーピース,409365
409368,セット,409365
409370,その他,409365
409384,ジャケット,409383
409385,レインウエア,409383
409386,パンツ,409383
409387,シャツ・Tシャツ,409383
409388,手袋,409383
409389,帽子,409383
409390,靴下,409383
409391,インナーウエア,409383
409392,その他,409383
409394,ジャケット,409382
409396,パンツ,409382
409397,シャツ・Tシャツ,409382
409398,手袋,409382
409399,帽子,409382
409401,インナーウエア,409382
409407,ウエスタン,409406
409408,エンジニア,409406
409409,サイドゴア,409406
409410,デザート,409406
409411,ペコスタイプ,409406
409412,リングブーツ,409406
409413,レースアップ,409406
409414,ワーク,409406
409436,シューキーパー,409406
409550,セラミスグラニュー,409549
409551,セラミス専用液肥,409549
409552,セラミスインジケーター,409549
409553,その他,409549
409555,レッド,409554
409556,ピンク,409554
409557,ホワイト,409554
409558,イエロー・オレンジ,409554
409559,ミックス,409554
409561,お祝い,409560
409562,誕生日,409560
409563,結婚祝い,409560
409564,出産祝い,409560
409565,記念日,409560
409566,歓迎・退職,409560
409567,お見舞い,409560
409568,仏事・命日・お彼岸,409560
409569,開店・移転祝い,409560
409570,ビジネス,409560
409571,イベント・楽屋花,409560
409573,バラ,409572
409574,蘭,409572
409614,クリスマスツリー,409613
409615,クリスマスリース,409613
409616,テラコッタ,409613
409617,陶器,409613
409618,動物,409613
409619,ブリキ,409613
409620,レンガ,409613
409661,骨,409660
409662,スティック・ロール型,409660
409663,靴型,409660
409664,ボール型,409660
409665,フレーク型,409660
409671,ミルク,409670
409672,ミルク,409670
409719,フルカバータイプ,409718
409720,マント・ポンチョタイプ,409718
409721,エプロンタイプ,409718
409725,シューズ,409724
409726,ブーツ,409724
409727,靴下,409724
409727,靴下,409728
409729,ネックレス,409728
409730,チョーカー,409728
409731,ネクタイ,409728
409732,ヘアゴム,409728
409733,ヘアピン,409728
409764,収納,409728
409756,レギュラーサイズ,409755
409757,ワイドサイズ,409755
409758,スーパーワイドサイズ,409755
409765,ワードローブ,409764
409766,ボックス・バスケット,409764
409778,仏壇,409777
409779,仏像,409777
409780,香炉,409777
409781,水入れ,409777
409782,ロウソク,409777
409783,ロウソク立て,409777
409785,骨壷,409777
409786,りん,409777
409787,セット,409777
409788,その他,409777
409804,シーソー,409803
409805,タイヤ,409803
409806,トンネル,409803
409807,ハードル,409803
409808,ポール・スラローム,409803
409809,歩道橋,409803
409810,その他,409803
409816,ミルク,409815
409817,ミルク,409815
409821,アミノ酸,409820
409822,カルシウム,409820
409823,グルコサミン,409820
409824,コラーゲン,409820
409825,乳酸菌,409820
409840,昆虫,409839
409841,カブトムシ,409840
409842,クワガタ,409840
409843,その他,409840
409928,otto,409927
409929,Electrolux,409927
409930,ツインバード,409927
409931,ボルナド,409927
409932,モリタ,409927
409933,その他,409927
410203,DVD-R,410202
410204,DVD-RW,410202
410205,DVD+R,410202
410206,DVD+RW,410202
410207,DVD-RAM,410202
410208,DVD-R,410202
410209,DVD+R,410202
410210,その他,410202
412219,女児紅,408221
410506,ダブルシックス,410505
410748,塩数の子,410747
410749,味付け数の子,410747
410796,鰹のたたき,410795
410719,寒天,410901
410723,昆布,410901
410814,マダコ,410813
410815,ミズダコ,410813
410816,イイダコ,410813
410728,ひじき,410901
410818,切れ子,410817
410823,切れ子,410822
410746,わかめ,410901
410832,馬刺し・タテガミ,410830
410833,タン,410830
410834,ハツ,410830
410836,モツ,410830
410837,レバ刺し,410830
410843,台湾バナナ,410842
410851,アップルマンゴー,410850
410854,あんず,410853
410855,いちご,410853
410856,イチジク,410853
410857,キウイフルーツ,410853
410858,クランベリー,410853
410859,パイナップル,410853
410860,バナナ,410853
410861,パパイヤ,410853
410862,ブルーベリー,410853
410863,プルーン,410853
410864,マンゴー,410853
410865,レーズン,410853
410853,ドライフルーツ,410901
410902,麩,410901
410905,高野豆腐,410901
410925,島原素麺,410924
410926,小豆島手延素麺,410924
410927,播州手延素麺,410924
410928,半田素麺,410924
410929,三輪素麺,410924
410930,化粧箱入り,410924
410934,韓国冷麺,410933
410935,盛岡冷麺,410933
410986,ごま,410901
410952,レモンケーキ,410951
410977,バゲット,410976
410978,ガーリックトースト,410976
410979,ラスク,410976
410995,鰹節,410994
410996,昆布,410994
410997,コンソメ,410994
411000,甜麺醤,410999
411001,豆板醤,410999
411002,辣醤,410999
411008,おかか,411007
411009,さけ,411007
411010,しそ,411007
411011,たらこ,411007
411012,ちりめんじゃこ,411007
411013,のりたま,411007
411015,本みりん,411014
411016,みりん風調味料,411014
411017,発酵調味料,411014
411440,タイトル名・あ行,411439
411441,タイトル名・か行,411439
411442,タイトル名・さ行,411439
411443,タイトル名・た行,411439
411444,タイトル名・な行,411439
411445,タイトル名・は行,411439
411446,タイトル名・ま行,411439
411447,タイトル名・やらわ行,411439
411459,少女コミック,411448
411469,その他,411448
411461,タイトル名・か行,411459
411471,グラビアアイドル,411470
411472,タレント名・あ行,411471
411473,タレント名・か行,411471
411474,タレント名・さ行,411471
411475,タレント名・た行,411471
411476,タレント名・な行,411471
411477,タレント名・は行,411471
411478,タレント名・ま行,411471
411479,タレント名・やらわ行,411471
411480,その他,411471
411481,その他,411470
411483,小説・エッセイ,411482
411484,ミステリー・サスペンス,411483
411496,資格・検定,411482
411537,技術・建築関係資格,411496
411542,語学関係資格,411496
411559,ライフスタイル,411482
411548,PC関係資格,411496
411558,その他,411496
411565,ファッション・美容,411559
411574,妊娠・出産・子育て,411559
411579,ペット,411559
411584,住まい・インテリア,411559
411661,ホビー・スポーツ・美術,411482
411590,ガーデニング・フラワー,411559
411614,冠婚葬祭・マナー,411559
411619,手芸,411559
411631,健康,411559
411636,料理,411559
411648,ドリンク・お酒,411559
411654,生き方・リラクゼーション,411559
411660,その他,411559
411743,絵本・児童書・図鑑,411482
411763,語学・学習参考書,411482
411800,旅行・留学・アウトドア,411482
411814,人文・地歴・哲学・社会,411482
411487,ノンフィクション,411814
411662,スポーツ,411661
411553,旅行主任者,411800
411693,カメラ・写真,411661
411699,囲碁・将棋・クイズ,411661
411716,美術,411661
411896,ビジネス・経済・就職,411482
411727,工芸・工作,411661
411496,ビジネス資格,411896
411737,茶道・香道・華道,411661
411954,PC・システム開発,411482
411744,児童書,411743
411755,絵本,411743
411760,民話・むかし話,411743
411761,図鑑・ちしき,411743
411762,その他,411743
412028,科学・医学・技術,411482
411764,語学学習,411763
411774,語学辞書,411763
412055,ティーンズ文庫,411482
411783,辞書・事典,411763
411793,学習参考書・問題集,411763
411799,その他,411763
412107,エンターテインメント,411482
411801,旅行,411800
411802,グルメガイド,411800
411809,登山・アウトドア・キャンプ,411800
412142,文庫・新書,411482
412167,雑誌,411482
412194,洋書,411482
412195,その他,411482
411877,民俗,411814
411606,占い,412107
411906,マーケティング・セールス,411896
411914,株・資金運用,411896
411921,マネジメント・人材管理,411896
411925,経理,411896
411931,自己啓発,411896
411937,就職・転職,411896
411953,その他,411896
411955,ハードウェア,411954
411979,ネットワーク,411954
411996,アプリケーション,411954
412014,OS,411954
412027,その他,411954
412037,医学・薬学,412028
412056,ボーイズラブ,412055
412082,ティーンズ文庫,412055
412116,音楽,412107
412120,楽譜,412107
412123,ゲーム,412107
412127,演劇・舞踊,412107
412138,アニメーション,412107
412139,フィギュア,412107
412153,新書,412142
412163,その他,412142
412170,女性誌,412167
412180,PC雑誌,412167
412183,生活・育児雑誌,412167
412184,趣味・車・ペット雑誌,412167
412188,音楽・エンタメ雑誌,412167
412192,洋雑誌,412167
551237,海外製,300823
551238,海外製,300829
551239,海外製,300834
301067,スパッツ,551630
302658,ミネラル類,550090
553697,コレクションケース,300425
302491,ジャージー,551942
302503,ウインドブレーカー,551942
304112,その他,550517
304113,ミルクブッシュ,550570
304114,アジアンタム,550570
304115,ダニア,550570
304116,ペペロミア,550570
553858,福袋,300978
553858,福袋,300978
551163,ジェンダー,303975
551164,フランクダンディー,303975
551165,テント,303975
303803,浴衣,551529
303816,着物,551529
303822,帯,551529
303828,履物,551529
303833,甚平,551529
303836,和服セット,551529
552552,ゴヤール,303213
552553,ジャスエムビー,303213
552554,シュプリーム,303213
552555,シュプリーム,303235
552532,キットソン,303261
552533,キャスキッドソン,303261
552534,ゴヤール,303261
552535,ベッツィー・ジョンソン,303261
552536,マーク・ジェイコブス,303261
553331,柑橘系,302811
553333,ベリー系,302811
553335,アップル系,302811
553337,トロピカル系,302811
553339,その他果実系,302811
303524,レインコート,553434
304146,種子,553124
304153,種子,553124
304171,種子,553124
553444,ストリート,303855
304187,苗物,553126
553433,テーラードジャケット,303882
553447,スキニーパンツ,303876
553448,フレアパンツ,303876
553449,クロップドパンツ,303876
304199,苗物,553126
553450,サルエルパンツ,303876
304215,球根,553128
304877,フラワーギフト券,553283
555045,オロビアンコ,303235
303656,Tシャツ,555086
303662,キャミソール,555086
303699,アンサンブル,555086
303722,ポンチョ,555087
303729,パーティードレス,555084
303733,チャイナドレス,555084
303734,アオザイ,555084
303741,コスチューム,555100
303922,ジャンパー・ブルゾン,555087
301257,洋食器,558944
555725,市田柿,304597
555718,ナガノパープル,304609
301417,ざる・ボール・バット,559248
301417,ざる・ボール・バット,559248
301426,計量器,559248
301426,計量器,559248
301981,メンズ腕時計,558929
301981,メンズ腕時計,558929
302050,レディース腕時計,558929
302050,レディース腕時計,558929
302123,ペアウォッチ,558929
302123,ペアウォッチ,558929
302133,男女兼用腕時計,558929
302133,男女兼用腕時計,558929
302145,時計用ベルト・バンド,558929
302145,時計用ベルト・バンド,558929
302178,ケア・修理用品・電池,558929
302178,ケア・修理用品・電池,558929
558704,4本セット,302952
558705,5本セット,302952
559277,その他,302811
303535,作業服,558879
303542,白衣,558879
558687,ディーゼル,303956
558688,アウトドア,303956
558689,C-IN2,303956
558690,トゥート,303956
558691,オーバーザトゥエルブ,303956
558692,アメリカンイーグル,303956
558693,アンビル,303956
558675,ディーゼル,303975
558676,アウトドア,303975
558677,C-IN2,303975
558678,トゥート,303975
558679,トリオ,303975
558680,ツーイグジスト,303975
558681,オーバーザトゥエルブ,303975
558682,アンドリュークリスチャン,303975
558683,ジョンガリアーノ,303975
558684,DKNY,303975
558685,アメリカンイーグル,303975
558694,ディーゼル,303966
558686,アンビル,303975
558695,アウトドア,303966
558696,C-IN2,303966
558697,ツーイグジスト,303966
558698,アンドリュークリスチャン,303966
558699,ジョンガリアーノ,303966
558700,DKNY,303966
558701,アメリカンイーグル,303966
558702,アンビル,303966
558833,ウール,303869
558834,ナイロン,303869
558835,ボア,303869
558836,フリース,303869
558837,フィッシングベスト,303869
558838,ジレ,303869
303876,ロングパンツ,558846
558858,スリムパンツ,303876
558859,ブーツカット パンツ,303876
558860,シューカット パンツ,303876
558861,イージーパンツ,303876
558862,クライミングパンツ,303876
558863,オーバーオール,303876
558864,タイパンツ,303876
303882,ジャンパー・ブルゾン,558873
558874,スイングトップ,303882
558875,コーチジャケット,303882
558876,ナイロンジャケット,303882
302968,その他,559904
302960,国内名水,559921
302963,国内名水,559924
558183,AUBE,304766
558184,DHC,304766
558185,KATE,304766
558186,RMK,304766
558187,アユーラ,304766
558188,アルビオン,304766
558190,インテグレート,304766
558192,エスティローダー,304766
558193,エスト,304766
558194,エレガンス,304766
558195,クラランス,304766
558196,クレ・ド・ポー・ボーテ,304766
558197,コスメデコルテ,304766
558198,コフレドール,304766
558200,ジバンシィ,304766
558201,ジルスチュアート,304766
558202,ソニア・リキエル,304766
558204,ブルジョワ,304766
558206,ポーラ,304766
558207,マキアージュ,304766
558208,マジョリカマジョルカ,304766
558209,マックスファクター,304766
558210,メナード,304766
558211,ルナソル,304766
558213,花王,304766
558894,ラウンドトウ,304095
558895,ポインテッドトウ,304095
558896,アーモンドトウ,304095
558897,スクエアトウ,304095
558898,パーティ,304095
558913,プレーントゥ,304080
558914,ストレートチップ,304080
558915,ウィングチップ,304080
558916,Uチップ,304080
558917,ホールカット,304080
558918,チャッカブーツ,304080
558919,モンクストラップ,304080
558920,バンプ,304080
558921,サイドゴア,304080
559994,スティックタイプ,303017
304421,整備書,558662
560095,オリジナル,303257
560097,オリジナル,303261
304687,野菜ケーキ,558706
304688,ワインケーキ,558706
304689,サバラン,558706
559946,緑茶,304902
559950,麦茶,304902
563165,ツールーム型テント,302373
563194,キーン,302384
563195,マムート,302384
563196,モンベル,302384
304003,ももひき,562550
304008,その他,562547
562022,4輪バギー,304564
304565,その他,562022
562032,トライク,304564
562042,スノーモービル,304564
304566,その他,562042
304506,ピストンキット,562534
304508,ボアアップキット,562534
304509,ポイントカバー,562534
304704,クラッカー,562625
304707,グミ,562625
304708,マシュマロ,562625
500396,13日の金曜日,400883
500397,Mr.インクレディブル,400883
500398,STAR WARS,400883
500399,エイリアン・プレデター,400883
500400,エルム街の悪夢,400883
500401,グレムリン,400883
500402,サンダーバード,400883
500403,スタートレック,400883
500407,ターミネーター,400883
500408,トイストーリー,400883
500409,ナイトメアー・ビフォア・クリスマス,400883
500411,ヘルレイザー,400883
500412,マトリックス,400883
500413,ロード・オブ・ザ・リング,400883
500414,猿の惑星,400883
500415,美女と野獣,400883
500418,ゴジラ,400883
500434,宇宙刑事ギャバン,400905
500435,宇宙刑事シャイダー,400905
500436,宇宙刑事シャリバン,400905
500461,スーパーマン,400883
500462,スパイダーマン,400883
500463,スポーン,400883
500465,バットマン,400883
500453,ジャイアントロボ,400905
500455,ミクロマン,400905
500456,ライダーマン,400905
500457,人造人間キカイダー,400905
500477,カード・トレーディングカード,400905
500468,サッカー,400959
500469,MLB,400959
500470,NBA,400959
500471,NFL,400959
500472,プロ野球,400959
401441,ササラ,501065
401627,軍手,501145
401649,給水袋,501132
401650,その他,501141
401651,防塵マスク,501143
401652,防毒マスク,501143
401656,突っ張り棒,501156
401794,安全靴,501145
501343,パナソニック,402012
501344,ルイガノ,402012
501345,ローバー,402012
501346,KHS,402018
501347,コルベット,402018
501348,シボレー,402018
501349,ジープ,402018
501350,パナソニック,402018
501351,ミヤタ,402018
501659,セット,402087
502460,手袋,401626
500333,スタンドミラー,403829
502013,シャツ,402463
402469,シューズ,502009
502019,パンツ,402463
402475,シューズ,502011
502025,上下セット,402463
502026,その他,402463
400461,キング,505103
400457,シングル,505107
400458,セミダブル,505107
400459,ダブル,505107
400462,キング,505105
400463,キング,505107
400493,シングル用,505166
400492,シングル用,505168
400491,シングル用,505170
400490,シングル用,505172
400498,セミダブル用,505166
400497,セミダブル用,505168
400496,セミダブル用,505170
400495,セミダブル用,505172
400503,ダブル用,505166
400502,ダブル用,505168
400501,ダブル用,505170
400500,ダブル用,505172
400508,ワイドダブル用,505166
400507,ワイドダブル用,505168
400506,ワイドダブル用,505170
400505,ワイドダブル用,505172
400513,クィーン用,505166
400512,クィーン用,505168
400511,クィーン用,505170
400510,クィーン用,505172
400518,キング用,505166
400517,キング用,505168
400516,キング用,505170
400515,キング用,505172
505030,関連DVD,400905
403732,女性用,502427
403747,女性用,502464
403755,女性用,502460
502467,手鏡・ハンドミラー,403829
502468,コンパクトミラー,403829
502597,ピック,404021
502661,車用ステッカー,404138
505550,屠蘇器,401292
505551,ちろり,401292
406551,その他,500292
502671,おもちゃ,404185
404193,ホイール,502672
401600,その他,505436
505486,お部屋・玄関用,401619
505489,トイレ用,401619
505538,携帯用・アウトドア用,401638
500368,ボトルキャップ,406810
500473,K-1,406842
500474,PANCRACE,406842
500475,PRIDE,406842
502919,セット・詰め合わせ,405050
402535,ダイエットスリッパ,505528
506092,キャッチャーマスク,402087
506099,スロートガード,402087
506105,プロテクター,402087
506111,レガース,402087
506117,審判用マスク,402092
506123,インサイドプロテクター,402092
506129,レッグガード,402092
506135,ウエア,402092
503081,アルソア,405258
506258,プーマ,402119
506259,マイター,402119
506260,ペナルティ,402119
506261,ミズノ,402119
506262,ミカサ,402119
503115,コフレ,405352
503159,アセトン配合,405387
503166,ノンアセトン,405387
501238,ゴールド,407333
501251,ヴェルサーチ,407471
501252,エンポリオ・アルマーニ,407471
501253,グラスヒュッテ・オリジナル,407497
501254,グラハム,407497
501255,バーバリー,407573
501256,プーマ,407573
501257,モンブラン,407588
501259,クレージュ,407615
501260,バーバリー,407625
501261,ピンキー&ダイアン,407625
501262,ミッシェルクラン,407627
501409,ヘルメット,407683
506391,プリーツタイプ,402788
506392,ガーゼタイプ,402788
506393,ウェットタイプ,402788
506394,子供用,402788
508355,タレント名・ア行,400875
508356,タレント名・カ行,400875
508357,タレント名・サ行,400875
508358,タレント名・タ行,400875
508359,タレント名・ナ行,400875
508360,タレント名・ハ行,400875
508361,タレント名・マ行,400875
508362,タレント名・ヤ行,400875
508363,タレント名・ラ行,400875
508364,タレント名・ワ行,400875
506511,ギルビー,402930
506512,ゴードン,402930
506513,シーグラム,402930
506514,タンカレー,402930
506515,ビーフィーター,402930
506516,ボンベイ・サファイア,402930
506517,ラムス,402934
506518,ロンリコ,402934
401243,その他,508488
501880,ウエア,407916
407917,その他,501880
501884,シューズ,407916
407918,その他,501884
407940,その他,502042
407941,その他,502046
407945,アイスホッケー用品,502051
508476,竹,401539
508488,重箱,401550
401601,その他,508456
403604,その他,506673
506672,エミリオ・プッチ,403822
508872,プレッシャー,402156
508874,ノンプレッシャー,402156
508880,ジュニアボール,402156
508881,軟式用,402156
408796,二つ折り財布,502368
502389,ア行,408796
502391,カ行,408796
502393,サ行,408796
502395,タ行,408796
502398,ナ行,408796
502400,ハ行,408796
502402,マ行,408796
502404,ヤ行,408796
502406,ラ行,408796
502408,ワ行,408796
408849,コインケース,502368
502409,ア行,408849
502411,カ行,408849
502413,サ行,408849
502415,タ行,408849
502417,ナ行,408849
502418,ハ行,408849
502420,マ行,408849
502422,ヤ行,408849
502424,ラ行,408849
502426,ワ行,408849
408920,男性用,502427
408914,男性用,502454
408929,男性用,502464
408937,男性用,502462
509042,アシックス,402369
509043,アディダス,402369
509044,スポルディング,402369
509045,ナイキ,402369
402374,その他,509051
402375,その他,509054
408988,女性用,502462
406440,セミシングル,505103
406441,セミシングル,505105
406444,ワイドダブル,505103
406442,セミシングル,505107
406445,ワイドダブル,505105
406446,ワイドダブル,505107
406447,クィーン,505107
406457,セミシングル用,505166
406456,セミシングル用,505168
406455,セミシングル用,505170
406454,セミシングル用,505172
406458,セミシングル用,505174
406506,セミシングル用,505140
406509,シングル用,505140
404138,ドライブ・アウトドア,507513
406514,ワイドシングルロング用,505142
406517,ワイドシングルロング用,505140
406515,ワイドシングルロング用,505144
406521,セミダブル用,505140
406516,ワイドシングルロング用,505146
406524,ダブル用,505140
406527,クィーン用,505140
406530,キング用,505140
507525,アロワナ,404163
507526,エンゼルフィッシュ,404163
507527,スネークヘッド,404163
507528,ドジョウ,404163
507529,ナマズ,404163
404175,その他,507530
502553,コーデュロイパンツ,409329
502570,カントリー,409406
502571,ジョッパー,409406
502572,チャッカ,409406
502573,モンキー,409406
502597,ピック,409613
502646,スヌード・耳カバー,409728
507684,白焼き,404906
404907,あなごの蒲焼き,507696
404908,煮あなご,507696
407119,その他,505560
409927,サーキュレーター,502823
403606,その他,509176
403607,その他,509179
507822,有塩バター,404974
505684,ステンレス,407355
505685,ステンレス,407362
505686,革,407369
402373,その他,511299
410866,明日葉,502875
410868,エシャロット,502875
410867,インゲンマメ,502877
410871,オクラ,502875
410872,かぶ,502875
410873,カリフラワー,502875
410875,空心菜,502875
410876,小松菜,502875
410878,春菊,502875
410882,水菜,502875
410884,ルッコラ,502875
410885,わさび,502875
410960,その他,502908
502936,セット・詰め合わせ,411007
404384,その他,509597
407741,その他,506269
408086,その他,506410
506519,タンカレー,408163
509695,ガーリック,405019
509696,チーズ,405019
509697,バーベキュー,405019
509698,しょうゆ,405019
509699,わさび,405019
405035,かりんとう,509708
405040,だんご,509708
405050,どら焼き,509708
508025,関連DVD,406842
506615,1000BASE対応,408484
506621,100BASE対応,408484
506627,10BASE対応,408484
506633,Layer2スイッチ,408484
506639,オプション,408484
506640,2.5インチ,408516
506649,3.5インチ,408516
506662,マイクロドライブ,408516
508354,プロレス,406842
508400,国語,406978
508401,算数,406978
508402,理科,406978
508403,社会,406978
508474,地球儀,406978
405414,その他,510090
508522,琥珀,407236
508525,ゴールド,407279
508532,シルバー,407279
508539,ステンレス,407279
508546,チタン,407279
508562,バングル,407316
508565,バングル,407326
508570,ウォレットチェーン,407326
508573,キーチェーン,407326
508574,カフス,407326
508578,タイピン,407326
508582,タイニーピン,407326
407375,その他,508570
508583,バングル,407376
508584,バングル,407384
508625,革,407403
507978,チョーヤ,408193
506812,ミルク,409670
509519,顕微鏡,406978
407742,その他,508860
407745,その他,508912
409755,ペットシーツ,507513
409764,インテリア・収納,507513
409777,ペット用仏具,507513
409803,アジリティ,507513
509164,本体,408751
509170,カートリッジ,408751
410704,イカの塩辛,507696
410714,うなぎの骨,507696
410719,寒天,507696
410723,昆布,507696
410727,いかなご,507696
410728,ひじき,507696
410732,干物,507696
410796,鰹のたたき,507696
507689,真子,410817
507690,真子,410822
410695,その他,507914
507964,マニュアル関連,410698
507969,バイクカバー,410698
410901,乾物,507797
507798,鰹節,410901
507803,さば節,410901
507804,桜えび,410901
507805,干し貝柱,410901
507806,海苔,410901
507812,干ししいたけ,410901
507813,切干大根,410901
507814,かんぴょう,410901
410981,カレー,507763
507758,ごましお,411007
410989,小麦粉,507818
408193,焼酎・泡盛ベース,510903
510904,玄海酒造,408193
510905,瑞泉酒造,408193
510906,長龍酒造,408193
510907,堤酒造,408193
510908,今帰仁酒造,408193
408186,チューハイ,510915
510909,宗政酒造,408193
510910,その他,408193
509398,エサ,409839
409844,その他,509398
509407,用品,409839
409845,その他,509407
509444,ブルーレイ,410202
509640,松前漬け,410747
509655,イカ明太,410822
509656,数の子明太,410822
509657,クラゲ明太,410822
509658,明太高菜,410822
509662,馬刺し・霜降り,410830
509663,馬刺し・赤身,410830
509664,セット・詰め合わせ,410830
509738,メロン,410853
410596,クラッチ・ミッション・デフ,510229
410610,タワーバー,510238
510520,パニアケース,410698
510523,リアボックス,410698
510114,レディースコミック,411448
510137,ジュニアアイドル,411470
510138,男性アイドル,411470
510139,風景写真集,411470
510140,鉄道写真集,411470
510141,動物写真集,411470
401090,タイツ・スパッツ,550004
401435,めん棒,550066
550015,130cmX170cm,401542
550019,100cmX100cm,401542
550023,80cmX110cm,401542
550027,130cmX130cm,401542
550031,130cmX210cm,401542
550035,円型,401542
550039,その他長方形,401542
550043,その他正方形,401542
551311,メディコム・トイ,400962
551462,リュックサック,401092
551463,トートバッグ,401092
551464,レッスンバッグ,401092
551465,ボストンバッグ,401092
551466,スクールバッグ,401092
551467,ショルダーバッグ,401092
551468,ポシェット,401092
551469,ウエストポーチ,401092
551470,シューズバッグ,401092
551471,ビーチバッグ・プールバッグ,401092
551472,巾着袋,401092
551473,トランク・キャリーバッグ,401092
551475,子供用お弁当箱,401096
551481,子供用水筒,401096
551488,子供用お箸・フォーク・スプーン,401096
551497,子供用コップ・コップ袋,401096
551498,子供用お弁当袋,401096
551499,子供用レジャーシート,401096
551500,子供用ランチョンマット,401096
551504,子供用タオル・ハンカチ,401096
551514,子供用ポケットティッシュ,401096
551518,子供用財布・コインケース,401096
551519,名前シール・ネームラベル,401096
402542,BCAA配合,550090
401110,タイツ・スパッツ,551525
402546,DHA・EPA配合,550090
402550,DNA・RNA配合,550090
402553,SOD加工食品,550090
402557,アミノ酸配合,550090
402567,ウコン加工食品,550090
402571,オリゴ糖配合,550090
402589,クエン酸配合,550090
402594,酵素配合,550090
402614,食物繊維配合,550090
402617,スピルリナ配合,550090
402624,大豆ペプチド配合,550090
402627,ニンニクエキス配合,550090
402631,にんにく卵黄配合,550090
402634,ハーブ加工食品,550090
402642,ビール酵母加工食品,550090
402651,フコイダン配合,550090
402658,プロテイン配合,550090
402663,マカ配合,550090
402667,ルテイン配合,550090
402670,レシチン配合,550090
402676,アガリクス茸加工食品,550090
402716,サメ軟骨エキス配合,550090
402729,プロポリス配合,550090
402771,軽度失禁用品,551169
402788,マスク,551174
402794,サージカルテープ,551174
553697,コレクションケース,400770
404030,その他,550509
404034,その他,550521
404037,その他,550539
404031,オリーブ,550570
404032,クラスラ,550570
404033,カポック,550570
404035,コーヒーの木,550570
404036,コンシンネ,550570
404038,セローム,550570
404039,ハエトリグサ,550570
553812,ワンピース,400916
553813,ドラゴンボール,400916
553814,聖闘士星矢,400916
553815,北斗の拳,400916
553816,ジョジョの奇妙な冒険,400916
553817,NARUTO,400916
553818,機動戦士ガンダム,400916
553819,新世紀エヴァンゲリオン,400916
553820,コードギアス,400916
553821,トランスフォーマー,400916
553822,超合金魂,400916
553823,ROBOT魂,400916
553824,クローズ,400916
553825,キン肉マン,400916
553826,ドラえもん,400916
553827,ケロロ軍曹,400916
553828,ポケットモンスター,400916
553829,マジンガーZ,400916
553830,勇者ライディーン,400916
553831,ルパン三世,400916
553796,アイズ・プロジェクト,400962
553797,アオシマ,400962
553798,アルファオメガ,400962
553799,ウェーブ,400962
553800,オーガニック,400962
553801,ギフト,400962
553802,コナミ,400962
553803,シーエムズ・コーポレーション,400962
553804,タキ・コーポレーション,400962
553805,トイズワークス,400962
553806,ムービック,400962
553807,レジーニャ,400962
553808,和風堂玩具店,400962
553381,虫除け・虫さされ薬,401638
402958,コルン,553330
